"20_CAM_01" "20_CAM_02" "20_CAM_03" "20_CAM_04" "20_CAM_05" "21_CAM_01" "21_CAM_02" "21_CAM_03" "21_CAM_04" "21_CAM_05" "21_CAM_06" "21_CAM_07" "21_CAM_08" "21_CAM_09" "21_CAM_10" "21_CAM_11" "21_CAM_12" "21_CAM_13" "21_CAM_16" "21_CAM_17" "21_CAM_18" "22_CAM_01" "22_CAM_02" "22_CAM_03" "22_CAM_04" "22_CAM_05" "22_CAM_06" "22_CAM_07" "22_CAM_08" "22_CAM_09" "22_CAM_10" "22_CAM_11" "22_CAM_12" "22_CAM_13" "22_CAM_14" "22_CAM_15" "22_CAM_16" "22_CAM_17" "22_CAM_18" "22_CAM_19" "22_CAM_20" "22_CAM_21"
"Parastagonospora_phragmitis" 1 63 3 41 899 2 1 0 1 9 1 1 0 2 0 1 0 11 5 2460 0 0 0 0 0 0 0 0 92 5 0 0 0 2 0 0 0 0 0 0 0 0
"Parastagonospora_poagena" 0 0 0 0 0 0 0 14 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 64 223 0 0 0 0 0 0 0
"Parastagonospora_stipae" 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 167 0 0 0 0 0 0 0
"Parathyridaria_ramulicola" 0 0 0 0 4 4 2 4 0 6 0 0 7 3 0 1 0 0 1 0 0 0 0 5 169 34 731 6 0 1 0 0 12 23 0 0 0 1 1 4 0 3
"Parathyridariella_dematiacea" 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 215 0 0 0 0 105 0 0 31 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0
"Paratricharina_multiguttulata" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"Parvothecium_amazonense" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"Passalora_nattrassii" 0 0 0 50 1868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Patellaria_quercus" 0 0 0 0 0 0 0 177 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 10 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0
"Paurocotylis_bynumii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Penicillium_longicatenatum" 15 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 6
"Penicillium_melinii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Penicillium_miczynskii" 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 137 118 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Penicillium_neocrassum" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Penicillium_sumatraense" 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Penicillium_thomii" 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 5 68 0 0 12 1
"Peniophora_crassitunicata" 0 0 0 215 1107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Peniophora_gilbertsonii" 0 0 0 0 0 0 0 0 0 142 0 0 0 0 0 0 0 0 607 0 91 0 0 0 0 0 0 0 0 0 0 0 119 57 8 0 0 0 0 0 0 0
"Peniophora_junipericola" 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Peniophora_lycii" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Peniophora_tamaricicola" 0 0 1 2 1 0 1 567 0 6 4 2 1 1 0 5 33 0 5 18 0 0 0 0 1 1 3 1 0 0 0 0 0 0 3 0 0 24 0 0 0 4
"Peniophora_versicolor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 108 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Periconia_byssoides" 8 2 0 1 2 0 3 0 0 3 0 0 2 0 0 1 10 5 3 0 0 0 5 1 1 0 6 0 3 0 17 2 2 23 4 0 0 0 1 0 0 0
"Periconia_circinata" 6 5 50 0 0 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 6 11 9 7 127 22 5 0 0 14 0 0 0 0 0 0 0 0 0 0 0
"Periconia_echinochloae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Periconia_neobrittanica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Peristomialis_corynospora" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 19 4 0 0 0 11 7 3 0 0 0 0 9 2 0 0 7 126 0 0 0 0 1 0 0
"Pestalotiopsis_dianellae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Peziza_alcis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"Phaeococcomyces_eucalypti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phaeococcomyces_kinklidomatophilus" 0 0 0 0 0 0 0 8 0 0 0 0 0 1 0 0 7 1 3 0 0 0 0 1 2 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0
"Phaeococcomyces_mexicanus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Phaeopezia_calongei" 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 7 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Phaeopoacea_asparagicola" 1 1 0 1 3 73 0 0 0 2 174 0 0 0 0 0 0 0 0 1 0 4 0 35 59 1 0 0 1 0 0 513 1 3 41 0 0 0 0 1 0 0
"Phaeosphaeria_fuckelii" 0 1 35 116 505 20 4 0 963 0 0 492 0 0 0 0 0 74 0 0 0 0 1794 105 25 1 229 8 0 0 7 0 0 0 0 0 0 1 36 0 0 0
"Phaeosphaeria_halima" 0 0 0 0 0 0 0 0 0 0 15 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Phaeosphaeria_juncicola" 0 0 3 0 2 133 3 1 6 1 37 2 17 7 72 4 3 0 5 0 5 0 0 2 2 0 1 0 2 8 0 0 1 1 0 0 0 0 20 1 0 0
"Phaeosphaeria_lunariae" 0 0 0 0 0 34 43 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 5 73 120 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"Phaeosphaeria_phoenicicola" 1790 1746 1918 563 3295 1441 3210 31 116 57 1505 20 365 356 24 1997 3 44 15197 769 11 493 1087 2606 2781 633 2732 5586 77 344 482 7256 8 8 8 1 0 4 396 6 42 0
"Phaeosphaeria_podocarpi" 171 53 0 147 11 0 0 0 158 0 6712 7 2 0 5 253 35 0 0 0 0 0 0 1 538 0 0 178 3 0 0 277 0 0 15 0 0 0 31 0 0 0
"Phaeosphaeria_spartinicola" 0 0 0 0 0 0 0 0 3530 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phaeosphaeria_typharum" 0 0 0 0 0 0 0 0 3 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phaeosphaeriopsis_grevilleae" 0 0 0 0 0 0 0 0 0 0 40 2 1 0 1 0 3 4 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 5 0 0 3 0 0 0 0
"Phaeosphaeriopsis_triseptata" 1 0 0 0 0 0 0 1 0 18 2 0 4 0 1 0 0 0 0 0 0 1 5 18 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
"Phialocephala_bamuru" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phialocephala_fluminis" 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0
"Phialoseptomonium_junci" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phlebia_subserialis" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"Phlyctema_vincetoxici" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phlyctochytrium_arcticum" 0 0 0 0 1 5 0 0 0 0 0 2 102 72 1 1 0 0 1 0 0 0 0 0 0 4 0 0 11 0 0 0 0 0 0 0 1 1 0 0 0 0
"Pholiota_chocenensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phomatospora_dinemasporium" 0 0 0 173 176 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phomatospora_striatigera" 7 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 37 7 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phomopsis_limonii" 0 3 78 0 0 0 0 11 318 0 0 0 0 0 0 0 0 0 653 0 0 0 0 1 0 0 434 0 0 0 0 0 2 91 17 0 17 31 0 0 3 0
"Phragmocephala_garethjonesii" 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2883 16 0 0 0 0 0 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phyllachora_cynodontis" 613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phyllosticta_neopyrolae" 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Phyllozyma_aceris" 0 0 2 58 103 2 2 0 13 0 1 1 0 3 0 6 46 29 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0
"Phyllozyma_linderae" 1 2 6 30 48 0 1 0 0 0 0 1 0 0 0 0 99 31 2 34 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"Phyllozyma_subbrunnea" 0 0 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pilidium_pseudoconcavum" 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 0 0 0 0 0
"Piniphoma_wesendahlina" 32 0 3 289 1 64 0 1 1 107 4 2 0 0 0 0 0 0 2 0 29 411 634 8 18 15 24 1 2 0 0 0 0 1 2 1 38 13 0 0 2 7
"Piskurozyma_taiwanensis" 0 0 0 0 0 1 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pithya_cupressina" 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Plectania_melastoma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Plectosphaerella_niemeijerarum" 483 249 130 66 40 172 250 163 42 121 1105 108 456 539 128 107 22 11 0 0 0 147 434 42 75 510 140 21 1761 130 163 4192 0 0 1 0 64 120 54 46 3 33
"Plectosphaerella_slobbergiarum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3981 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pleomonodictys_descalsii" 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pleospora_leptosphaerulinoides" 1 0 1 1 1 2 2 0 2 0 3 0 0 0 0 0 13 0 23 304 0 0 0 0 0 10 4 0 0 0 1 0 0 1 32 0 0 4 0 0 0 30
"Pleospora_scirpicola" 193 184 149 159 569 3195 2236 1634 236 1813 1437 262 164 174 195 1721 641 1134 2099 154 9968 8101 7057 144 228 173 186 1335 1793 511 88 639 14465 17185 3578 318 67 109 926 147 28 46
"Pluteus_hispidulus" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pluteus_keselakii" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Poaceascoma_lochii" 35 0 0 0 0 13 7 0 0 0 0 0 1 21 0 0 0 0 0 0 0 0 0 5 237 0 0 0 3 896 26 0 0 0 0 0 0 0 0 0 0 0
"Podila_minutissima" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Podosphaera_filipendulensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Podospora_araneosa" 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Podospora_austrohemisphaerica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2
"Podospora_bulbillosa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Podospora_bullata" 1 0 1 1 0 0 1 0 0 0 0 5 0 0 3 9 0 0 0 0 0 95 42 2 45 3 344 2 0 0 385 1 0 0 0 0 0 0 0 126 1 0
"Podospora_dimorpha" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"Podospora_fabiformis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 15 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Podospora_intestinacea" 2 4 6 0 0 39 38 0 0 0 0 0 37 5 0 1 0 0 0 0 0 0 52 0 0 0 0 0 6 15 0 2 0 0 1 0 0 0 0 11 0 0
"Podospora_pyriformis" 5 4 2 26 23 18 3 17 0 0 4 0 0 0 7 0 10 0 0 0 0 7 279 26 200 14 5 22 0 1 16 0 0 0 0 0 3 0 0 8 0 0
"Polychaeton_citri" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 6
"Polyplosphaeria_fusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Populocrescentia_ammophilae" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 55 67 0 0 0 0 0 0 0 0 0 0 0 0 125 77 30 0 0 0 0 0 0 0
"Populomyces_zwinianus" 4 1 0 45 45 119 16 1 0 0 0 0 381 405 55 4 2 2 0 0 0 0 8 2 1 0 0 1 31 61 15 3 0 0 0 0 0 0 0 1 0 0
"Powellomyces_hirtus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Preussia_flanaganii" 0 0 420 182 0 5 12 0 0 0 9 507 25 63 25 8 0 0 0 0 0 143 1557 758 3670 74 686 52 11 28 32 2 0 0 0 0 0 0 4 59 5 3
"Preussia_isomera" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pringsheimia_euphorbiae" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 4 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 2
"Prosthemium_sinense" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 616 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Protocreopsis_euphorbiae" 0 0 1 0 0 123 180 1620 33 0 0 0 0 0 0 0 0 0 0 0 0 14 170 16 153 11 6 0 0 0 0 0 0 0 0 3128 315 475 0 0 180 6
"Protofenestella_ulmi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Protomyces_inouyei" 14 2 33 21 104 123 22 61 6 0 0 8 361 116 3 2 1824 171 125 16 0 33 62 265 212 12 11 36 2734 37 0 9 3 14 20 2 0 24 0 4 0 1
"Psathyrella_panaeoloides" 0 0 0 0 0 0 1 0 0 0 0 0 8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Psathyrella_potteri" 0 3 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Psathyrella_salina" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Psathyrella_saponacea" 0 0 0 0 0 21 1 0 0 0 0 0 11 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Psathyrella_stridvalliorum" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Psathyrella_supernula" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudocamarosporium_africanum" 1 0 1 3424 2095 1 0 1 0 2 1 0 31 40 0 1 24203 17507 20783 0 0 0 23 30 109 3 0 1 2 18 0 0 0 0 9 0 0 0 0 0 0 10
"Pseudocercospora_richardsoniicola" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudocercosporella_bakeri" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 13709 0 0 0 0 0 0 0 0 0 0 0 0 0 208 43 3 2 0 0 0 0 0 0
"Pseudocoleophoma_calamagrostidis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 223 8 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudocoleophoma_rusci" 0 0 0 0 0 2 0 0 0 0 0 0 20 29 0 1 0 0 128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudocoleophoma_typhicola" 0 0 0 0 0 7 0 0 0 0 0 0 28 5 8 32 0 0 0 0 0 0 0 1 5 0 0 0 6 14 4 0 0 0 0 0 0 0 0 0 0 0
"Pseudocoleophoma_zingiberacearum" 0 0 1 15 73 560 12 37 0 0 0 3 0 0 6 6 0 1 0 0 0 0 1356 1513 285 0 0 290 1 2 1 0 0 0 99 0 59 25 34 2 5 0
"Pseudoconiothyrium_broussonetiae" 0 0 2 7 23 11 6 8451 4 2 934 789 0 0 36 28 1 27 1353 1 0 0 18 46 38 97 250 0 1 1 1 28 778 1792 868 0 0 1 7 5 1 0
"Pseudodinemasporium_fabiforme" 0 0 0 6 27 0 0 0 0 0 0 0 0 0 0 0 156 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudoechria_decidua" 42 0 9 0 0 0 0 0 0 0 43 26 0 0 0 0 2 1 0 0 0 0 16 17 7 0 2 5 0 0 3 0 0 0 0 0 0 0 0 1 8 5
"Pseudoechria_prolifica" 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 5 3 1 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudohelotium_alaunae" 0 0 0 99 27 0 0 0 0 0 0 0 0 0 0 0 37 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudolachnea_hispidula" 0 0 0 4 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudolophiotrema_elymicola" 0 0 0 29 23 0 0 25 0 0 0 0 0 0 0 0 3 8 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudomassariosphaeria_bromicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudomurilentithecium_camporesii" 0 0 0 0 13 112 2 1 0 0 0 0 0 0 0 0 0 2 1 10 0 0 2 101 335 93 8 41 0 0 0 0 0 20 95 0 0 5 0 2 0 0
"Pseudoophiobolus_rosae" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudoophiosphaerella_huishuiensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 881 367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudopeziza_medicaginis" 0 0 1 0 0 84 11 439 0 0 0 0 272 34 65 0 0 0 0 0 0 261 5671 1 33 339 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudopithomyces_angolensis" 208 85 26 254 402 560 110 299 82 9 190 887 43 95 72 398 1432 1479 154 175 14 11 942 1273 599 8 33 14 207 40 9 70 68 37 92 1 4 4 16 97 10 12
"Pseudopithomyces_karoo" 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudopyrenochaeta_lycopersici" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudoseptoria_collariana" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 14 0 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudosplanchnonema_phorcioides" 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudostrickeria_rosae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudotruncatella_camporesii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Puccinia_asparagi" 0 0 5 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 5 4
"Puccinia_brachypodii" 0 20 5 0 59 0 0 611 0 0 2 8 2 0 0 0 64 15 0 3867 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 6 0 3
"Puccinia_coronata" 0 0 0 0 0 323 3 0 0 1962 0 0 2179 6812 1 0 2 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"Puccinia_graminis" 0 0 0 0 0 5 1 0 0 0 0 0 263 211 0 0 2 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"Puccinia_magnusiana" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
"Puccinia_poarum" 0 0 0 0 0 0 0 0 0 20270 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Puccinia_recondita" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"Puccinia_striiformis" 0 0 0 0 0 366 0 0 0 0 0 0 4709 793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 3 0 0 0 0 0 0 0 0 0 0 0 0
"Puccinia_tanaceti" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
