Host_code	Host_community	GPS_localisation	Locality	Country	Ecosystem	Collection_date	Sequencing_plate	Additional_information	Biomass	Grid_code	Vegetation	Litter	Soil	Rocks
22_ANG_020600	"Argentina anserina_20;Cardamine pratensis_3;Convolvulus arvensis_3;Galium palustre_3;Poa pratensis_20;Poa trivialis_20;Ranunculus acris_3"	47.5764303,-0.5311083	Briollay	France	Temperate grassland	2022-05-12	EDGGB-4_D11		17.83	22_ANG_02	87,5	0,5	0,5	
22_ANG_020700	"Argentina anserina_20;Galium palustre_0,5;Poa pratensis_20;Poa trivialis_62,5;Potentilla reptans_3;Trifolium sp._0,5"	47.5764303,-0.5311083	Briollay	France	Temperate grassland	2022-05-12	EDGGB-4_E11		13.77	22_ANG_02	87,5	0,5	0,5	
22_ANG_020800	"Cardamine pratensis_3;Epilobium tetragonum_3;Poa pratensis_37,5;Poa trivialis_62,5;Potentilla reptans_10;Vicia cracca_0,5"	47.5764303,-0.5311083	Briollay	France	Temperate grassland	2022-05-12	EDGGB-4_F11		26.83	22_ANG_02	87,5	0,5	3	
22_ANG_020900	"Althaea officinalis_0,5;Argentina anserina_3;Poa pratensis_37,5;Poa trivialis_62,5;Potentilla reptans_0,5;Vicia cracca_0,5"	47.5764303,-0.5311083	Briollay	France	Temperate grassland	2022-05-12	EDGGB-4_G11		27.04	22_ANG_02	87,5	0,5	0,5	
22_ANG_030100	"Anthoxanthum odoratum_10;Schedonorus arundinaceus_3;Leucanthemum vulgare_3;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_62,5;Potentilla reptans_3;Vulpia myuros_3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_H11		15.87	22_ANG_03	62,5	3	20	
22_ANG_030200	"Anthoxanthum odoratum_10;Bromus arvensis_37,5;Galium mollugo_3;Holcus lanatus_10;Linum usitatissimum subsp. angustifolium_10;Potentilla reptans_3;Trifolium pratense_3;Vicia sp._3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_A10		11.8	22_ANG_03	87,5	10	10	
22_ANG_030300	"Anthoxanthum odoratum_10;Leucanthemum vulgare_3;Lotus corniculatus_87,5;Ranunculus acris_3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_B10		11.92	22_ANG_03	62,5	10	20	
22_ANG_030400	"Anthoxanthum odoratum_10;Cynosurus cristatus_3;Dactylis glomerata_3;Holcus lanatus_3;Leucanthemum vulgare_20;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_62,5;Plantago lanceolata_3;Potentilla reptans_3;Vulpia myuros_3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_C10		8.75	22_ANG_03	87,5	10	3	
22_ANG_030500	"Anthoxanthum odoratum_3;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_20;Plantago sp._10;Potentilla reptans_20;Trifolium pratense_3;Vulpia myuros_3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_D10		11.98	22_ANG_03	37,5	10	37,5	
22_ANG_030600	"Achillea millefolium_20;Dactylis glomerata_3;Leucanthemum vulgare_10;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_20;Plantago lanceolata_10;Potentilla reptans_10;Ranunculus acris_3;Vulpia myuros_3"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_E10		12.9	22_ANG_03	87,5	3	10	
22_ANG_030700	"Anthoxanthum odoratum_3;Cynosurus cristatus_3;Dactylis glomerata_3;Schedonorus arundinaceus_10;Leucanthemum vulgare_3;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_87,5"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_F10		17.59	22_ANG_03	87,5	10	3	
22_ANG_030800	"Anthoxanthum odoratum_3;Holcus lanatus_3;Leucanthemum vulgare_3;Linum usitatissimum subsp. angustifolium_3;Plantago lanceolata_3;Potentilla reptans_20;Ranunculus acris_3;Trifolium pratense_62,5"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_H10		8.28	22_ANG_03	37,5	10	62,5	
22_ANG_030900	"Cynosurus cristatus_10;Leucanthemum vulgare_3;Linum usitatissimum subsp. angustifolium_10;Lotus corniculatus_515;Potentilla reptans_20;Rumex sp._3;Vulpia myuros_10"	47.4375384,-0.6986243	Saint-Martin-du-Fouilloux	France	Temperate grassland	2021-05-30	EDGGB-4_A09		14.61	22_ANG_03	62,5	20	10	
22_ANG_040100	"Elymus caninus_62,5;Alopecurus geniculatus_3;Bromus hordeaceus_3;Convolvulus arvensis_10;Poa trivialis_3;Potentilla reptans_10"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_B09		21.9	22_ANG_04	87,5	>1	>1	
22_ANG_040200	"Bromus hordeaceus_3;Medicago lupulina_87,5;Poa trivialis_3;Potentilla reptans_3"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_C09		24.49	22_ANG_04	62,5		20	
22_ANG_040300	"Elymus caninus_37,5;Carex vulpina_3;Lotus corniculatus_37,5;Potentilla reptans_10;Ranunculus acris_10"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_D09		36.11	22_ANG_04	87,5	3	3	
22_ANG_040400	"Elymus caninus_1;Bromus hordeaceus_1;Carex vulpina_1;Convolvulus arvensis_1;Poa trivialis_1;Potentilla reptans_1;Ranunculus acris_1"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_E09		26.23	22_ANG_04				
22_ANG_040500	"Elymus caninus_1;Bromus hordeaceus_1;Poa trivialis_1;Potentilla reptans_1;Ranunculus acris_1;Veronica hederifolia_1"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_F09		18.73	22_ANG_04	87,5	3	3	
22_ANG_040600	"Convolvulus arvensis_1;Fraxinus excelsior_1;Lotus corniculatus_1;Poa trivialis_1;Potentilla reptans_1;Ranunculus acris_1;Rumex acetosella_1"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_G09		19.29	22_ANG_04	87,5	3	3	
22_ANG_040700	"Bromus hordeaceus_10;Lotus corniculatus_10;Poa trivialis_20;Potentilla reptans_10;Ranunculus acris_20"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_H09		21.98	22_ANG_04	62,5	3	37,5	
22_ANG_040800	"Elymus caninus_20;Bromus hordeaceus_3;Fraxinus excelsior_3;Lotus corniculatus_10;Poa trivialis_10;Potentilla reptans_10;Ranunculus acris_10"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_A08		24.87	22_ANG_04	87,5	3	3	
22_ANG_040900	"Alopecurus geniculatus_10;Bromus hordeaceus_0,5;Lotus corniculatus_20;Poa trivialis_10;Potentilla reptans_20;Ranunculus acris_20;Rumex sp._3;Veronica hederifolia_0,5"	47.344353,-0.709717	Chalonnes-sur-Loire	France	Temperate grassland	2021-06-03	EDGGB-4_B08		22.69	22_ANG_04	87,5	10	10	
22_ANG_050100	"Hedera helix_0,5;Rubus sp._0,5"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_C08		7.63	22_ANG_05	37,5	37,5	3	
22_ANG_050200	"Daucus carota_20;Pilosella officinarum_20;Plantago lanceolata_20;Poaceae sp._20;Potentilla reptans_20"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_D08		2.94	22_ANG_05	37,5	37,5	3	
22_ANG_050300	"Crepis capillaris_3;Daucus carota_3;Leontodon hispidus_10;Poa sp._3;Poaceae sp._10;Thymus serpyllum_62,5;Trifolium pratense_3"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_E08		6.64	22_ANG_05	62,5	37,5		
22_ANG_050400	"Digitaria sanguinalis_20;Lotus pedunculatus_20;Poaceae sp._20;Succisa pratensis_20"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_F08		2.18	22_ANG_05	37,5	62,5	3	
22_ANG_050500	"Hedera helix_3;Pilosella officinarum_10;Poa sp._20;Succisa pratensis_37,5;Trifolium pratense_10"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_G08		2.99	22_ANG_05				
22_ANG_050600	"Daucus carota_10;Geranium sp._3;Plantago lanceolata_10;Poa sp._37,5;Prunella vulgaris_3;Taraxacum officinale_10"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_H08		2.49	22_ANG_05	37,5	62,5	0,5	
22_ANG_050700	"Convolvulus arvensis_3;Digitaria sanguinalis_3;Poa sp._3;Potentilla reptans_3;Taraxacum officinale_3;Thymus serpyllum_87,5"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_A07		6.8	22_ANG_05	87,5	20	3	
22_ANG_050800	"Digitaria sanguinalis_1;Leontodon hispidus_1;Leucanthemum vulgare_1;Medicago lupulina_1;Panicum sp._1;Prunella vulgaris_1;Stellaria media_1"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_B07		3.62	22_ANG_05	20	37,5	37,5	
22_ANG_050900	"Crepis capillaris_3;Daucus carota_20;Digitaria sanguinalis_3;Leontodon hispidus_3;Pilosella officinarum_20;Plantago lanceolata_3;Poa sp._3;Potentilla reptans_3;Prunella vulgaris_20"	47.428814,-0.048152	Longué-Jumelles	France	Temperate grassland	2021-06-27	EDGGB-4_C07		4.15	22_ANG_05	37,5	37,5	3	
21_GUA_010100	"Grona adscendens_20;Fimbristylis dichotoma_3;Homolepis aturensis_87,5;Hyptis atrorubens_10;Pterolepis glomerata_10"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_E07		0.634	21_GUA_01				
21_GUA_010200	"Grona adscendens_10;Homolepis aturensis_37,5;Pterolepis glomerata_10;Mimosa pigra_3;Panicum pilosum_3;Sacciolepis indica_0,5;Lycopodium clavatum_3"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_F07		0.29	21_GUA_01				
21_GUA_010300	"Grona adscendens_10;Homolepis aturensis_20;Hyptis atrorubens_10;Pterolepis glomerata_10;Panicum pilosum_10;Sacciolepis indica_10;Digitaria sanguinalis_87,5"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_G07		0.364	21_GUA_01				
21_GUA_010400	"Homolepis aturensis_62,5;Hyptis atrorubens_20;Pterolepis glomerata_10;Panicum pilosum_20;Sacciolepis indica_10;Digitaria sanguinalis_62,5"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_H07		0.478	21_GUA_01				
21_GUA_010500	"Grona adscendens_10;Homolepis aturensis_20;Hyptis atrorubens_37,5;Panicum pilosum_3;Sacciolepis indica_3"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_A06		0.428	21_GUA_01				
21_GUA_010600	"Grona adscendens_3;Hyptis atrorubens_10;Pterolepis glomerata_10;Panicum pilosum_3;Paspalum conjugatum_20"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_B06		0.361	21_GUA_01				
21_GUA_010700	"Grona adscendens_10;Homolepis aturensis_37,5;Hyptis atrorubens_37,5;Sacciolepis indica_10"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_C06		0.346	21_GUA_01				
21_GUA_010800	"Grona adscendens_10;Homolepis aturensis_87,5;Hyptis atrorubens_10;Digitaria sanguinalis_10"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_D06		0.467	21_GUA_01				
21_GUA_010900	"Grona adscendens_3;Homolepis aturensis_87,5;Hyptis atrorubens_37,5;Pterolepis glomerata_10;Sacciolepis indica_10;Digitaria sanguinalis_3"	16.1178646,-61.6145721	Goyave	France	Tropical grassland	2022-03-14	EDGGB-4_E06		0.251	21_GUA_01				
21_GUA_020100	"Calopogonium mucunoides_3;Panicum pilosum_87,5;Vigna hosei_3"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_F06		0.578	21_GUA_02				
21_GUA_020200	"Panicum pilosum_10;Vigna hosei_20;Grona adscendens_10;Fimbristylis dichotoma_3;Cyperus brevifolius_3"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_G06		0.771	21_GUA_02				
21_GUA_020300	"Panicum pilosum_37,5;Vigna hosei_3;Fimbristylis dichotoma_0,5;Cyperus brevifolius_3;Teramnus labialis_3"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_H06		0.84	21_GUA_02				
21_GUA_020400	"Panicum pilosum_20;Vigna hosei_20;Fimbristylis dichotoma_3;Eleusine indica_10;Commelina diffusa_3"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_A05		0.46	21_GUA_02				
21_GUA_020500	"Vigna hosei_62,5;Fimbristylis dichotoma_10;Vigna vexillata_10;Paspalum conjugatum_20"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_B05		0.551	21_GUA_02				
21_GUA_020600	"Vigna hosei_62,5;Fimbristylis dichotoma_10;Hyptis atrorubens_3;Mikania micrantha_10;Paspalum conjugatum_62,5"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_C05		1.5	21_GUA_02				
21_GUA_020700	"Vigna hosei_62,5;Fimbristylis dichotoma_3;Cyperus brevifolius_3;Teramnus labialis_3;Paspalum conjugatum_62,5"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_D05		0.894	21_GUA_02				
21_GUA_020800	"Calopogonium mucunoides_37,5;Vigna hosei_37,5;Fimbristylis dichotoma_37,5;Cyanthillium cinereum_3;Phyllanthus urinaria_3;Paspalum conjugatum_62,5"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_E05		1.031	21_GUA_02				
21_GUA_020900	"Calopogonium mucunoides_20;Vigna hosei_37,5;Fimbristylis dichotoma_10;Commelina diffusa_20;Mikania micrantha_10;Clidemia hirta_10;Paspalum conjugatum_20"	16.15840237857824,-61.63351894711529	Petit Bourg	France	Tropical grassland	2021-11-16	EDGGB-4_F05		1.648	21_GUA_02				
21_GUA_030100	"Commelina diffusa_10;Hyptis atrorubens_62,5;Paspalum conjugatum_37,5;Sphagneticola trilobata_10"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_G05		0.266	21_GUA_03				
21_GUA_030200	"Commelina diffusa_3;Hyptis atrorubens_62,5;Paspalum conjugatum_3;Grona adscendens_10;Cyperus odoratus_37,5"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_H05		0.441	21_GUA_03				
21_GUA_030300	"Hyptis atrorubens_37,5;Paspalum conjugatum_37,5;Grona adscendens_37,5;Cyperus brevifolius_3"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_A04		0.38	21_GUA_03				
21_GUA_030400	"Hyptis atrorubens_62,5;Paspalum conjugatum_10;Grona adscendens_10;Ipomoea tiliacea_3;Sacciolepis indica_10"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_B04		1.293	21_GUA_03				
21_GUA_030500	"Hyptis atrorubens_20;Paspalum conjugatum_3;Homolepis aturensis_10;Vigna vexillata_62,5"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_C04		0.326	21_GUA_03				
21_GUA_030600	"Commelina diffusa_3;Grona adscendens_3;Homolepis aturensis_87,5"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_D04		0.211	21_GUA_03				
21_GUA_030700	"Hyptis atrorubens_37,5;Paspalum conjugatum_37,5"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_E04		0.23	21_GUA_03				
21_GUA_030800	"Hyptis atrorubens_37,5;Paspalum conjugatum_37,5;Grona adscendens_3;Cyperus brevifolius_10;Vigna vexillata_10"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_F04		0.575	21_GUA_03				
21_GUA_030900	"Hyptis atrorubens_10;Paspalum conjugatum_37,5;Grona adscendens_10"	16.1690449,-61.6684576	Vernou	France	Tropical grassland	2021-11-16	EDGGB-4_G04		0.457	21_GUA_03				
21_GUA_040100	"Homolepis aturensis_37,5;Hyptis atrorubens_10;Lycopodium clavatum_20;Vigna vexillata_3"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_H04		0.609	21_GUA_04				
21_GUA_040200	"Homolepis aturensis_62,5;Hyptis atrorubens_3;Lycopodium clavatum_62,5;Vigna vexillata_3;Clidemia hirta_10;Commelina diffusa_3"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_A03		1.081	21_GUA_04				
21_GUA_040300	"Homolepis aturensis_62,5;Hyptis atrorubens_10;Clidemia hirta_62,5;Vigna hosei_10"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_C03		0.701	21_GUA_04				
21_GUA_040400	"Homolepis aturensis_62,5;Lycopodium clavatum_20;Clidemia hirta_3;Vigna hosei_3"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_D03		0.563	21_GUA_04				
21_GUA_040500	"Homolepis aturensis_62,5;Hyptis atrorubens_10;Lycopodium clavatum_37,5;Bellucia grossularioides_87,5"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_E03		0.623	21_GUA_04				
21_GUA_040600	"Homolepis aturensis_62,5;Hyptis atrorubens_10;Lycopodium clavatum_37,5;Vigna hosei_20"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_F03		0.527	21_GUA_04				
21_GUA_040700	"Homolepis aturensis_37,5;Lycopodium clavatum_62,5"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_G03		0.407	21_GUA_04				
21_GUA_040800	"Homolepis aturensis_37,5;Hyptis atrorubens_10;Clidemia hirta_10;Vigna hosei_10;Saccharum officinarum_10;Spermacoce latifolia_62,5"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_H03		0.576	21_GUA_04				
21_GUA_040900	"Homolepis aturensis_87,5;Clidemia hirta_10;Vigna hosei_10;Spermacoce latifolia_10;Mimosa pudica_3"	16.1863834,-61.6649431	Rivière Mahault	France	Tropical grassland	2021-12-01	EDGGB-4_B02		0.532	21_GUA_04				
21_GUA_050100	"Grona adscendens_10;Homolepis aturensis_62,5;Hyptis atrorubens_10;Ipomoea setifera_10;Paspalum sp._62,5;Sphagneticola trilobata_10"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_C02		0.743	21_GUA_05				
21_GUA_050200	"Grona adscendens_3;Homolepis aturensis_3;Ipomoea setifera_10;Sphagneticola trilobata_62,5"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_D02		0.902	21_GUA_05				
21_GUA_050300	"Grona adscendens_3;Homolepis aturensis_10;Ipomoea setifera_10;Paspalum sp._3;Sphagneticola trilobata_62,5;Centrosema pubescens_10"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_E02		0.788	21_GUA_05				
21_GUA_050400	"Ipomoea setifera_10;Sphagneticola trilobata_20;Centrosema pubescens_10;Centella erecta_3;Elephantopus mollis_3;Cyperus odoratus_20"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_F02		1.219	21_GUA_05				
21_GUA_050500	"Homolepis aturensis_10;Ipomoea setifera_10;Centrosema pubescens_10;Centella erecta_10"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_G02		1.1195	21_GUA_05				
21_GUA_050600	"Ipomoea setifera_10;Sphagneticola trilobata_10;Centrosema pubescens_20"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_H02		0.693	21_GUA_05				
21_GUA_050700	"Ipomoea setifera_37,5;Paspalum sp._3;Sphagneticola trilobata_20;Centrosema pubescens_10;Centella erecta_3;Cyperus odoratus_3"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_A01		0.978	21_GUA_05				
21_GUA_050800	"Homolepis aturensis_10;Ipomoea setifera_10;Sphagneticola trilobata_87,5;Centrosema pubescens_10"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_B01		0.667	21_GUA_05				
21_GUA_050900	"Homolepis aturensis_20;Ipomoea setifera_37,5;Paspalum sp._3;Sphagneticola trilobata_37,5;Centrosema pubescens_10;Cyperus odoratus_10"	16.3051911,-61.7145156	Sainte Rose	France	Tropical grassland	2021-11-09	EDGGB-4_C01		1.546	21_GUA_05				
21_GUA_060100	"Homolepis aturensis_87,5;Spermacoce latifolia_10;Sphagneticola trilobata_3;Hyptis atrorubens_0,5"	16.2755676,-61.7139074	Cadet	France	Tropical grassland	2021-11-10	EDGGB-4_D01			21_GUA_06				
21_GUA_060200	"Homolepis aturensis_87,5;Spermacoce latifolia_3;Sphagneticola trilobata_3;Hyptis atrorubens_10"	16.2755676,-61.7139074	Cadet	France	Tropical grassland	2021-11-10	EDGGB-4_E01			21_GUA_06				
21_GUA_060300	"Homolepis aturensis_87,5;Hyptis atrorubens_3"	16.2755676,-61.7139074	Cadet	France	Tropical grassland	2021-11-10	EDGGB-4_F01			21_GUA_06				
21_GUA_060400	"Homolepis aturensis_37,5;Spermacoce latifolia_37,5;Sphagneticola trilobata_3;Hyptis atrorubens_10;Ipomoea tiliacea_0,5;Schizachyrium gracile_10;Spathoglottis plicata_0,5"	16.2755676,-61.7139074	Cadet	France	Tropical grassland	2021-11-10	EDGGB-4_G01			21_GUA_06				
21_GUA_060500	"Homolepis aturensis_87,5;Sphagneticola trilobata_3;Swietenia sp._3"	16.2755676,-61.7139074	Cadet	France	Tropical grassland	2021-11-10	EDGGB-4_H01			21_GUA_06				
22_AFS_010100	"Olea exasperata_37,5;Restio dune_0,5;Grass dune_0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_F02		45.19	22_AFS_01	85	5	10	
22_AFS_010200	"Eragrostis sp._20;Crassula sp1._0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_G02		6.33	22_AFS_01	20	5	75	
22_AFS_010300	"Restio dune_0,5;Grass dune_3;Crassula sp1._0,5;Bromus sp._0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_H02		2.66	22_AFS_01	5	10	85	
22_AFS_010400	"Olea exasperata_87,5;Helichrysum sp._3;Crassula sp2._0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_A01		25.46	22_AFS_01	80	10	10	
22_AFS_010500	Eleocharis sp._3	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_B01		2.78	22_AFS_01	7	1	92	
22_AFS_010600	"Restio dune_0,5;Eleocharis sp._10;Microcodon sp._3;Otholobium bracteolatum_0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_C01		5.35	22_AFS_01	15	45	40	
22_AFS_010700	"Restio dune_0,5;Grass dune_37,5;Eragrostis sp._10"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_D01		10.68	22_AFS_01	50	5	45	
22_AFS_010800	"Olea exasperata_62,5;Grass dune_0,5"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_E01		21.85	22_AFS_01	60	5	35	
22_AFS_010900	"Olea exasperata_10;Grass dune_3;Otholobium bracteolatum_37,5;Cullumia sp._37,5;Carpobrotus shore_10"	-34.24012222,18.37854722	Cape Point	South Africa	Fynbos dune	2022-10-24	EDGGC-1_F01		48.95	22_AFS_01	100	0	0	
22_AFS_020100	"Felicia sp._37,5;Grass swamp_10"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-1_G01		2.89	22_AFS_02	40	5	55	
22_AFS_020200	"Grass swamp_3;Restio bifarus_37,5;Elegia sp._10"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-1_H01		43.12	22_AFS_02	70	25	5	
22_AFS_020300	"Grass swamp_20;Fiscinia sp._0,5"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_B12		0.74	22_AFS_02	20	20	60	
22_AFS_020400	Elegia sp._0,5	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_C12		7.07	22_AFS_02	1	90	9	
22_AFS_020500	"Grass swamp_20;Restio bifarus_87,5;Fiscinia sp._0,5"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_D12		176.09	22_AFS_02	90	5	5	
22_AFS_020600	"Elegia sp._10;Fiscinia sp._37,5"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_E12		32.27	22_AFS_02	70	10	20	
22_AFS_020700	"Grass swamp_37,5;Fiscinia sp._0,5"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_F12		1.67	22_AFS_02	50	20	30	
22_AFS_020800	"Grass swamp_20;Elegia sp._3;Fiscinia sp._37,5"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_G12		6.75	22_AFS_02	60	10	30	
22_AFS_020900	"Grass swamp_20;Chondropetalum sp._3"	-34.24206667,18.38006111	Cape Point	South Africa	Fynbos wet area	2022-10-24	EDGGC-2_H12		1.82	22_AFS_02	25	10	65	
22_AFS_030100	Thumbracostis sp._3	-34.24382222,18.38345	Cape Point	South Africa	Fynbos strandveld	2022-10-24	EDGGC-2_A11		1.23	22_AFS_03	5		95	
22_AFS_030200	"Chondropetalum sp2._87,5;Cassytha sp._3"	-34.24382222,18.38345	Cape Point	South Africa	Fynbos strandveld	2022-10-24	EDGGC-2_B11		40.22	22_AFS_03	80	5	15	
22_AFS_030300	"Chondropetalum sp2._20;Erica small_10;Daisy sp._3"	-34.24382222,18.38345	Cape Point	South Africa	Fynbos strandveld	2022-10-24	EDGGC-2_C11		15.69	22_AFS_03	40	5	55	
